Country or territory of asylum or residence,Country or territory of origin,Year,Refugees*,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations**,Total refugees and people in refugee-like situations assisted by UNHCR,Total Administrative Cost for Host Country
Slovakia,Dem. Rep. of the Congo,2021,15,0,15,0,300000
Slovakia,Egypt,2021,5,0,5,0,100000
Slovakia,Iran (Islamic Rep. of),2021,36,0,36,0,720000
Slovakia,Iraq,2021,211,0,211,0,4220000
Slovakia,Liberia,2021,5,0,5,0,100000
Slovakia,Libya,2021,7,0,7,0,140000
Slovakia,Pakistan,2021,8,0,8,0,160000
Slovakia,Romania,2021,37,0,37,0,740000
Slovakia,Russian Federation,2021,38,0,38,0,760000
Slovakia,Serbia and Kosovo: S/RES/1244 (1999),2021,46,0,46,0,920000
Slovakia,Somalia,2021,31,0,31,0,620000
Slovakia,State of Palestine,2021,7,0,7,0,140000
Slovakia,Stateless,2021,9,0,9,0,180000
Slovakia,Syrian Arab Rep.,2021,21,0,21,0,420000
Slovakia,Turkey,2021,5,0,5,0,100000
Slovakia,Uganda,2021,5,0,5,0,100000
Slovakia,Ukraine,2021,24,0,24,0,480000
Slovakia,Uzbekistan,2021,5,0,5,0,100000
Slovakia,Viet Nam,2021,16,0,16,0,320000
Slovakia,Yemen,2021,22,0,22,0,440000
Papua New Guinea,Afghanistan,2021,32,32,32,32,640000
Slovenia,Bosnia and Herzegovina,2021,6,0,6,0,120000
Slovenia,Cameroon,2021,5,0,5,0,100000
Slovenia,Dem. Rep. of the Congo,2021,6,0,6,0,120000
Slovenia,Eritrea,2021,86,0,86,0,1720000
Slovenia,Iran (Islamic Rep. of),2021,78,0,78,0,1560000
Slovenia,Iraq,2021,53,0,53,0,1060000
Slovenia,Kazakhstan,2021,20,0,20,0,400000
Slovenia,Nigeria,2021,6,0,6,0,120000
Slovenia,Pakistan,2021,5,0,5,0,100000
Slovenia,Russian Federation,2021,21,0,21,0,420000
Slovenia,Serbia and Kosovo: S/RES/1244 (1999),2021,10,0,10,0,200000
Slovenia,Somalia,2021,50,0,50,0,1000000
Slovenia,State of Palestine,2021,26,0,26,0,520000
Slovenia,Sudan,2021,6,0,6,0,120000
Slovenia,Syrian Arab Rep.,2021,326,0,326,0,6520000
Slovenia,Turkey,2021,59,0,59,0,1180000
Slovenia,Ukraine,2021,5,0,5,0,100000
Slovenia,Yemen,2021,6,0,6,0,120000
Somalia,Bangladesh,2021,6,0,6,0,120000
Somalia,Cameroon,2021,5,0,5,0,100000
Somalia,Eritrea,2021,51,0,51,0,1020000
Somalia,Ethiopia,2021,4162,0,4162,0,83240000
Somalia,State of Palestine,2021,8,0,8,0,160000
Somalia,Syrian Arab Rep.,2021,748,0,748,0,14960000
Somalia,Yemen,2021,6979,0,6979,0,139580000
Egypt,Afghanistan,2021,41,41,41,41,820000
South Africa,Algeria,2021,5,0,5,0,100000
South Africa,Angola,2021,24,0,24,0,480000
South Africa,Bangladesh,2021,202,0,202,0,4040000
South Africa,Benin,2021,5,0,5,0,100000
South Africa,Bulgaria,2021,5,0,5,0,100000
South Africa,Burundi,2021,2636,0,2636,0,52720000
South Africa,Cameroon,2021,326,0,326,0,6520000
South Africa,Central African Rep.,2021,9,0,9,0,180000
South Africa,Chad,2021,5,0,5,0,100000
South Africa,"Congo, Republic of",2021,4463,0,4463,0,89260000
South Africa,Côte d'Ivoire,2021,27,0,27,0,540000
South Africa,Dem. Rep. of the Congo,2021,22816,0,22816,0,456320000
South Africa,Egypt,2021,7,0,7,0,140000
South Africa,Eritrea,2021,1469,0,1469,0,29380000
South Africa,Estonia,2021,5,0,5,0,100000
South Africa,Eswatini,2021,7,0,7,0,140000
South Africa,Ethiopia,2021,15629,0,15629,0,312580000
South Africa,Ghana,2021,7,0,7,0,140000
South Africa,India,2021,5,0,5,0,100000
South Africa,Iraq,2021,14,0,14,0,280000
South Africa,Jordan,2021,5,0,5,0,100000
South Africa,Kenya,2021,140,0,140,0,2800000
South Africa,Liberia,2021,47,0,47,0,940000
South Africa,Malawi,2021,8,0,8,0,160000
South Africa,Mali,2021,5,0,5,0,100000
South Africa,Morocco,2021,5,0,5,0,100000
South Africa,Nigeria,2021,11,0,11,0,220000
South Africa,Pakistan,2021,10,0,10,0,200000
South Africa,Russian Federation,2021,10,0,10,0,200000
South Africa,Rwanda,2021,1016,0,1016,0,20320000
South Africa,Senegal,2021,5,0,5,0,100000
South Africa,Sierra Leone,2021,19,0,19,0,380000
South Africa,Solomon Islands,2021,7,0,7,0,140000
South Africa,Somalia,2021,23054,0,23054,0,461080000
South Africa,Sri Lanka,2021,10,0,10,0,200000
South Africa,State of Palestine,2021,37,0,37,0,740000
South Africa,Sudan,2021,93,0,93,0,1860000
South Africa,Syrian Arab Rep.,2021,38,0,38,0,760000
South Africa,Togo,2021,12,0,12,0,240000
South Africa,Turkey,2021,5,0,5,0,100000
South Africa,Uganda,2021,459,0,459,0,9180000
South Africa,Ukraine,2021,5,0,5,0,100000
South Africa,United Rep. of Tanzania,2021,33,0,33,0,660000
South Africa,Unknown/other,2021,5,0,5,0,100000
South Africa,Yemen,2021,5,0,5,0,100000
South Africa,Zambia,2021,60,0,60,0,1200000
South Africa,Zimbabwe,2021,3954,0,3954,0,79080000
South Sudan,Burundi,2021,109,109,109,109,2180000
South Sudan,Central African Rep.,2021,2262,2262,2262,2262,45240000
South Sudan,Dem. Rep. of the Congo,2021,17121,17121,17121,17121,342420000
South Sudan,Eritrea,2021,280,280,280,280,5600000
South Sudan,Ethiopia,2021,4345,4339,4345,4339,86900000
South Sudan,Sudan,2021,296762,294853,296762,294853,5935240000
Ecuador,Afghanistan,2021,146,44,146,44,2920000
Spain,Albania,2021,5,0,5,0,100000
Spain,Algeria,2021,93,0,93,0,1860000
Spain,Angola,2021,35,0,35,0,700000
Spain,Argentina,2021,20,0,20,0,400000
Spain,Armenia,2021,45,0,45,0,900000
Spain,Azerbaijan,2021,48,0,48,0,960000
Spain,Bangladesh,2021,19,0,19,0,380000
Spain,Belarus,2021,10,0,10,0,200000
Spain,Benin,2021,5,0,5,0,100000
Spain,Bolivia (Plurinational State of),2021,8,0,8,0,160000
Spain,Brazil,2021,43,0,43,0,860000
Spain,Burundi,2021,8,0,8,0,160000
Spain,Cameroon,2021,118,0,118,0,2360000
Spain,Central African Rep.,2021,133,0,133,0,2660000
Spain,Chad,2021,9,0,9,0,180000
Spain,Chile,2021,15,0,15,0,300000
Spain,China,2021,29,0,29,0,580000
Spain,Colombia,2021,1719,0,1719,0,34380000
Spain,"Congo, Republic of",2021,64,0,64,0,1280000
Spain,Costa Rica,2021,5,0,5,0,100000
Spain,Côte d'Ivoire,2021,386,0,386,0,7720000
Spain,Cuba,2021,401,0,401,0,8020000
Spain,Dem. Rep. of the Congo,2021,81,0,81,0,1620000
Spain,Dominican Rep.,2021,11,0,11,0,220000
Spain,Ecuador,2021,6,0,6,0,120000
Spain,Egypt,2021,75,0,75,0,1500000
Spain,El Salvador,2021,825,0,825,0,16500000
Spain,Equatorial Guinea,2021,30,0,30,0,600000
Spain,Eritrea,2021,296,0,296,0,5920000
Spain,Ethiopia,2021,53,0,53,0,1060000
Spain,Gabon,2021,5,0,5,0,100000
Spain,Gambia,2021,48,0,48,0,960000
Spain,Georgia,2021,36,0,36,0,720000
Spain,Ghana,2021,5,0,5,0,100000
Spain,Guatemala,2021,98,0,98,0,1960000
Spain,Guinea,2021,123,0,123,0,2460000
Spain,Guinea-Bissau,2021,5,0,5,0,100000
Spain,Haiti,2021,10,0,10,0,200000
Spain,Honduras,2021,1308,0,1308,0,26160000
Spain,India,2021,6,0,6,0,120000
Spain,Iran (Islamic Rep. of),2021,82,0,82,0,1640000
Spain,Iraq,2021,299,0,299,0,5980000
Spain,Jamaica,2021,58,0,58,0,1160000
Spain,Jordan,2021,29,0,29,0,580000
Spain,Kazakhstan,2021,15,0,15,0,300000
Spain,Kenya,2021,12,0,12,0,240000
Spain,Kyrgyzstan,2021,8,0,8,0,160000
Spain,Lebanon,2021,30,0,30,0,600000
Spain,Liberia,2021,7,0,7,0,140000
Spain,Libya,2021,141,0,141,0,2820000
Spain,Mali,2021,764,0,764,0,15280000
Spain,Mauritania,2021,18,0,18,0,360000
Spain,Mexico,2021,40,0,40,0,800000
Spain,Mongolia,2021,5,0,5,0,100000
Spain,Morocco,2021,668,0,668,0,13360000
Spain,Myanmar,2021,8,0,8,0,160000
Spain,Nicaragua,2021,1656,0,1656,0,33120000
Spain,Nigeria,2021,149,0,149,0,2980000
Spain,Pakistan,2021,434,0,434,0,8680000
Spain,Panama,2021,13,0,13,0,260000
Spain,Paraguay,2021,56,0,56,0,1120000
Spain,Peru,2021,215,0,215,0,4300000
Spain,Russian Federation,2021,413,0,413,0,8260000
Spain,Rwanda,2021,5,0,5,0,100000
Spain,Saudi Arabia,2021,5,0,5,0,100000
Spain,Senegal,2021,38,0,38,0,760000
Spain,Serbia and Kosovo: S/RES/1244 (1999),2021,5,0,5,0,100000
Spain,Sierra Leone,2021,22,0,22,0,440000
Spain,Somalia,2021,695,0,695,0,13900000
Spain,South Africa,2021,5,0,5,0,100000
Spain,South Sudan,2021,5,0,5,0,100000
Spain,Sri Lanka,2021,70,0,70,0,1400000
Spain,State of Palestine,2021,1351,0,1351,0,27020000
Spain,Sudan,2021,176,0,176,0,3520000
Spain,Syrian Arab Rep.,2021,14823,0,14823,0,296460000
Spain,Tajikistan,2021,5,0,5,0,100000
Spain,Togo,2021,5,0,5,0,100000
Spain,Trinidad and Tobago,2021,5,0,5,0,100000
Spain,Tunisia,2021,29,0,29,0,580000
Spain,Turkey,2021,141,0,141,0,2820000
Spain,Uganda,2021,7,0,7,0,140000
Spain,Ukraine,2021,1315,0,1315,0,26300000
Spain,United States of America,2021,17,0,17,0,340000
Spain,Unknown/other,2021,32,0,32,0,640000
Spain,Uruguay,2021,6,0,6,0,120000
Spain,Uzbekistan,2021,10,0,10,0,200000
Spain,Venezuela (Bolivarian Republic of),2021,84237,0,84237,0,1684740000
Spain,Western Sahara,2021,22,0,22,0,440000
Spain,Yemen,2021,368,0,368,0,7360000
Romania,Afghanistan,2021,175,48,175,48,3500000
Sri Lanka,Iran (Islamic Rep. of),2021,24,24,24,24,480000
Sri Lanka,Myanmar,2021,35,35,35,35,700000
Sri Lanka,Pakistan,2021,746,746,746,746,14920000
Sri Lanka,State of Palestine,2021,5,5,5,5,100000
Sri Lanka,Sudan,2021,5,5,5,5,100000
Sri Lanka,Yemen,2021,15,15,15,15,300000
Sudan,Burundi,2021,17,17,17,17,340000
Sudan,Cameroon,2021,7,7,7,7,140000
Sudan,Central African Rep.,2021,27344,27344,27344,27344,546880000
Sudan,Chad,2021,3519,3519,3519,3519,70380000
Sudan,"Congo, Republic of",2021,15,15,15,15,300000
Sudan,Dem. Rep. of the Congo,2021,412,412,412,412,8240000
Sudan,Egypt,2021,17,17,17,17,340000
Sudan,Eritrea,2021,114690,114690,114690,114690,2293800000
Sudan,Ethiopia,2021,54373,54370,54373,54370,1087460000
Sudan,Iraq,2021,9,9,9,9,180000
Sudan,Nigeria,2021,12,12,12,12,240000
Sudan,Somalia,2021,349,349,349,349,6980000
Sudan,South Sudan,2021,772313,546460,772313,546460,15446260000
Sudan,Syrian Arab Rep.,2021,93490,14475,93490,14475,1869800000
Sudan,Turkey,2021,5,5,5,5,100000
Sudan,Uganda,2021,5,5,5,5,100000
Sudan,Unknown/other,2021,106,106,106,106,2120000
Sudan,Yemen,2021,1656,1656,1656,1656,33120000
Suriname,Cuba,2021,7,7,7,7,140000
Suriname,Venezuela (Bolivarian Republic of),2021,12,12,12,12,240000
Nepal,Afghanistan,2021,52,52,52,52,1040000
Sweden,Albania,2021,300,0,300,0,6000000
Sweden,Algeria,2021,58,0,58,0,1160000
Sweden,Angola,2021,22,0,22,0,440000
Sweden,Armenia,2021,320,0,320,0,6400000
Sweden,Azerbaijan,2021,609,0,609,0,12180000
Sweden,Bahrain,2021,16,0,16,0,320000
Sweden,Bangladesh,2021,252,0,252,0,5040000
Sweden,Belarus,2021,102,0,102,0,2040000
Sweden,Benin,2021,10,0,10,0,200000
Sweden,Bolivia (Plurinational State of),2021,53,0,53,0,1060000
Sweden,Bosnia and Herzegovina,2021,67,0,67,0,1340000
Sweden,Brazil,2021,7,0,7,0,140000
Sweden,Bulgaria,2021,10,0,10,0,200000
Sweden,Burkina Faso,2021,5,0,5,0,100000
Sweden,Burundi,2021,224,0,224,0,4480000
Sweden,Cameroon,2021,222,0,222,0,4440000
Sweden,Central African Rep.,2021,71,0,71,0,1420000
Sweden,Chad,2021,18,0,18,0,360000
Sweden,Chile,2021,10,0,10,0,200000
Sweden,China,2021,269,0,269,0,5380000
Sweden,Colombia,2021,40,0,40,0,800000
Sweden,Comoros,2021,5,0,5,0,100000
Sweden,"Congo, Republic of",2021,33,0,33,0,660000
Sweden,Côte d'Ivoire,2021,37,0,37,0,740000
Sweden,Cuba,2021,27,0,27,0,540000
Sweden,Dem. Rep. of the Congo,2021,845,0,845,0,16900000
Sweden,Djibouti,2021,30,0,30,0,600000
Sweden,Ecuador,2021,5,0,5,0,100000
Sweden,Egypt,2021,431,0,431,0,8620000
Sweden,El Salvador,2021,145,0,145,0,2900000
Sweden,Equatorial Guinea,2021,5,0,5,0,100000
Sweden,Eritrea,2021,26911,0,26911,0,538220000
Sweden,Eswatini,2021,5,0,5,0,100000
Sweden,Ethiopia,2021,2511,0,2511,0,50220000
Sweden,Gambia,2021,182,0,182,0,3640000
Sweden,Georgia,2021,91,0,91,0,1820000
Sweden,Ghana,2021,60,0,60,0,1200000
Sweden,Greece,2021,18,0,18,0,360000
Sweden,Guatemala,2021,11,0,11,0,220000
Sweden,Guinea,2021,68,0,68,0,1360000
Sweden,Guinea-Bissau,2021,8,0,8,0,160000
Sweden,Honduras,2021,26,0,26,0,520000
Sweden,Hungary,2021,5,0,5,0,100000
Sweden,India,2021,20,0,20,0,400000
Sweden,Indonesia,2021,15,0,15,0,300000
Sweden,Iran (Islamic Rep. of),2021,7516,0,7516,0,150320000
Sweden,Iraq,2021,11153,0,11153,0,223060000
Sweden,Israel,2021,23,0,23,0,460000
Sweden,Jamaica,2021,5,0,5,0,100000
Sweden,Jordan,2021,285,0,285,0,5700000
Sweden,Kazakhstan,2021,217,0,217,0,4340000
Sweden,Kenya,2021,92,0,92,0,1840000
Sweden,Kuwait,2021,33,0,33,0,660000
Sweden,Kyrgyzstan,2021,167,0,167,0,3340000
Sweden,Lebanon,2021,523,0,523,0,10460000
Sweden,Liberia,2021,11,0,11,0,220000
Sweden,Libya,2021,328,0,328,0,6560000
Sweden,Malaysia,2021,14,0,14,0,280000
Sweden,Mali,2021,42,0,42,0,840000
Sweden,Mauritania,2021,13,0,13,0,260000
Sweden,Mongolia,2021,253,0,253,0,5060000
Sweden,Montenegro,2021,24,0,24,0,480000
Sweden,Morocco,2021,257,0,257,0,5140000
Sweden,Myanmar,2021,7,0,7,0,140000
Sweden,Nepal,2021,10,0,10,0,200000
Sweden,Nicaragua,2021,63,0,63,0,1260000
Sweden,Niger,2021,5,0,5,0,100000
Sweden,Nigeria,2021,604,0,604,0,12080000
Sweden,North Macedonia,2021,42,0,42,0,840000
Sweden,Pakistan,2021,626,0,626,0,12520000
Sweden,Peru,2021,8,0,8,0,160000
Sweden,Philippines,2021,6,0,6,0,120000
Sweden,Rep. of Korea,2021,7,0,7,0,140000
Sweden,Rep. of Moldova,2021,8,0,8,0,160000
Sweden,Romania,2021,41,0,41,0,820000
Sweden,Russian Federation,2021,1372,0,1372,0,27440000
Sweden,Rwanda,2021,57,0,57,0,1140000
Sweden,Saudi Arabia,2021,61,0,61,0,1220000
Sweden,Senegal,2021,58,0,58,0,1160000
Sweden,Serbia and Kosovo: S/RES/1244 (1999),2021,603,0,603,0,12060000
Sweden,Sierra Leone,2021,71,0,71,0,1420000
Sweden,Somalia,2021,11574,0,11574,0,231480000
Sweden,South Sudan,2021,63,0,63,0,1260000
Sweden,Sri Lanka,2021,27,0,27,0,540000
Sweden,State of Palestine,2021,1295,0,1295,0,25900000
Sweden,Stateless,2021,21987,0,21987,0,439740000
Sweden,Sudan,2021,1112,0,1112,0,22240000
Sweden,Syrian Arab Rep.,2021,114995,0,114995,0,2299900000
Sweden,Tajikistan,2021,64,0,64,0,1280000
Sweden,Tunisia,2021,48,0,48,0,960000
Sweden,Turkey,2021,2201,0,2201,0,44020000
Sweden,Turkmenistan,2021,16,0,16,0,320000
Sweden,Uganda,2021,765,0,765,0,15300000
Sweden,Ukraine,2021,227,0,227,0,4540000
Sweden,United Arab Emirates,2021,5,0,5,0,100000
Sweden,United Kingdom,2021,5,0,5,0,100000
Sweden,United Rep. of Tanzania,2021,64,0,64,0,1280000
Sweden,United States of America,2021,21,0,21,0,420000
Sweden,Unknown/other,2021,556,0,556,0,11120000
Sweden,Uzbekistan,2021,518,0,518,0,10360000
Sweden,Venezuela (Bolivarian Republic of),2021,33,0,33,0,660000
Sweden,Viet Nam,2021,26,0,26,0,520000
Sweden,Yemen,2021,1782,0,1782,0,35640000
Sweden,Zambia,2021,13,0,13,0,260000
Sweden,Zimbabwe,2021,17,0,17,0,340000
Belarus,Afghanistan,2021,207,53,207,53,4140000
Switzerland,Albania,2021,113,0,113,0,2260000
Switzerland,Algeria,2021,173,0,173,0,3460000
Switzerland,Angola,2021,728,0,728,0,14560000
Switzerland,Armenia,2021,161,0,161,0,3220000
Switzerland,Azerbaijan,2021,202,0,202,0,4040000
Switzerland,Bangladesh,2021,42,0,42,0,840000
Switzerland,Belarus,2021,52,0,52,0,1040000
Switzerland,Benin,2021,23,0,23,0,460000
Switzerland,Bosnia and Herzegovina,2021,1525,0,1525,0,30500000
Switzerland,Brazil,2021,13,0,13,0,260000
Switzerland,Bulgaria,2021,5,0,5,0,100000
Switzerland,Burkina Faso,2021,17,0,17,0,340000
Switzerland,Burundi,2021,187,0,187,0,3740000
Switzerland,Cambodia,2021,279,0,279,0,5580000
Switzerland,Cameroon,2021,209,0,209,0,4180000
Switzerland,Central African Rep.,2021,20,0,20,0,400000
Switzerland,Chad,2021,35,0,35,0,700000
Switzerland,Chile,2021,9,0,9,0,180000
Switzerland,China,2021,2517,0,2517,0,50340000
Switzerland,Colombia,2021,282,0,282,0,5640000
Switzerland,"Congo, Republic of",2021,50,0,50,0,1000000
Switzerland,Côte d'Ivoire,2021,204,0,204,0,4080000
Switzerland,Croatia,2021,17,0,17,0,340000
Switzerland,Cuba,2021,40,0,40,0,800000
Switzerland,Czechia,2021,5,0,5,0,100000
Switzerland,Dem. Rep. of the Congo,2021,1241,0,1241,0,24820000
Switzerland,Djibouti,2021,17,0,17,0,340000
Switzerland,Ecuador,2021,5,0,5,0,100000
Switzerland,Egypt,2021,129,0,129,0,2580000
Switzerland,El Salvador,2021,8,0,8,0,160000
Switzerland,Equatorial Guinea,2021,5,0,5,0,100000
Switzerland,Eritrea,2021,38219,0,38219,0,764380000
Switzerland,Ethiopia,2021,1767,0,1767,0,35340000
Switzerland,France,2021,8,0,8,0,160000
Switzerland,Gabon,2021,5,0,5,0,100000
Switzerland,Gambia,2021,52,0,52,0,1040000
Switzerland,Georgia,2021,227,0,227,0,4540000
Switzerland,Ghana,2021,23,0,23,0,460000
Switzerland,Guatemala,2021,7,0,7,0,140000
Switzerland,Guinea,2021,180,0,180,0,3600000
Switzerland,Guinea-Bissau,2021,47,0,47,0,940000
Switzerland,Honduras,2021,5,0,5,0,100000
Switzerland,Hungary,2021,5,0,5,0,100000
Switzerland,India,2021,35,0,35,0,700000
Switzerland,Iran (Islamic Rep. of),2021,2184,0,2184,0,43680000
Switzerland,Iraq,2021,4545,0,4545,0,90900000
Switzerland,Israel,2021,6,0,6,0,120000
Switzerland,Italy,2021,5,0,5,0,100000
Switzerland,Jamaica,2021,7,0,7,0,140000
Switzerland,Jordan,2021,56,0,56,0,1120000
Switzerland,Kazakhstan,2021,29,0,29,0,580000
Switzerland,Kenya,2021,42,0,42,0,840000
Switzerland,Kyrgyzstan,2021,16,0,16,0,320000
Switzerland,Lao People's Dem. Rep.,2021,110,0,110,0,2200000
Switzerland,Lebanon,2021,45,0,45,0,900000
Switzerland,Liberia,2021,31,0,31,0,620000
Switzerland,Libya,2021,303,0,303,0,6060000
Switzerland,Madagascar,2021,5,0,5,0,100000
Switzerland,Mali,2021,33,0,33,0,660000
Switzerland,Mauritania,2021,8,0,8,0,160000
Switzerland,Mongolia,2021,170,0,170,0,3400000
Switzerland,Montenegro,2021,52,0,52,0,1040000
Switzerland,Morocco,2021,82,0,82,0,1640000
Switzerland,Myanmar,2021,30,0,30,0,600000
Switzerland,Nepal,2021,19,0,19,0,380000
Switzerland,Nicaragua,2021,5,0,5,0,100000
Switzerland,Niger,2021,8,0,8,0,160000
Switzerland,Nigeria,2021,287,0,287,0,5740000
Switzerland,North Macedonia,2021,154,0,154,0,3080000
Switzerland,Pakistan,2021,288,0,288,0,5760000
Switzerland,Paraguay,2021,5,0,5,0,100000
Switzerland,Peru,2021,5,0,5,0,100000
Switzerland,Philippines,2021,11,0,11,0,220000
Switzerland,Portugal,2021,5,0,5,0,100000
Switzerland,Rep. of Moldova,2021,10,0,10,0,200000
Switzerland,Romania,2021,15,0,15,0,300000
Switzerland,Russian Federation,2021,745,0,745,0,14900000
Switzerland,Rwanda,2021,110,0,110,0,2200000
Switzerland,Saudi Arabia,2021,17,0,17,0,340000
Switzerland,Senegal,2021,63,0,63,0,1260000
Switzerland,Serbia and Kosovo: S/RES/1244 (1999),2021,2204,0,2204,0,44080000
Switzerland,Sierra Leone,2021,37,0,37,0,740000
Switzerland,Somalia,2021,4572,0,4572,0,91440000
Switzerland,South Africa,2021,7,0,7,0,140000
Switzerland,South Sudan,2021,20,0,20,0,400000
Switzerland,Spain,2021,5,0,5,0,100000
Switzerland,Sri Lanka,2021,6069,0,6069,0,121380000
Switzerland,Stateless,2021,645,0,645,0,12900000
Switzerland,Sudan,2021,427,0,427,0,8540000
Switzerland,Syrian Arab Rep.,2021,20043,0,20043,0,400860000
Switzerland,Tajikistan,2021,25,0,25,0,500000
Switzerland,Togo,2021,556,0,556,0,11120000
Switzerland,Tunisia,2021,185,0,185,0,3700000
Switzerland,Turkey,2021,6197,0,6197,0,123940000
Switzerland,Turkmenistan,2021,5,0,5,0,100000
Switzerland,Uganda,2021,53,0,53,0,1060000
Switzerland,Ukraine,2021,86,0,86,0,1720000
Switzerland,United Rep. of Tanzania,2021,14,0,14,0,280000
Switzerland,Unknown/other,2021,1716,0,1716,0,34320000
Switzerland,Uzbekistan,2021,60,0,60,0,1200000
Switzerland,Venezuela (Bolivarian Republic of),2021,45,0,45,0,900000
Switzerland,Viet Nam,2021,782,0,782,0,15640000
Switzerland,Western Sahara,2021,11,0,11,0,220000
Switzerland,Yemen,2021,348,0,348,0,6960000
Switzerland,Zimbabwe,2021,9,0,9,0,180000
Croatia,Afghanistan,2021,55,55,55,55,1100000
Syrian Arab Rep.,Algeria,2021,5,5,5,5,100000
Syrian Arab Rep.,Chad,2021,9,9,9,9,180000
Syrian Arab Rep.,Egypt,2021,32,32,32,32,640000
Syrian Arab Rep.,Eritrea,2021,19,19,19,19,380000
Syrian Arab Rep.,Ethiopia,2021,15,15,15,15,300000
Syrian Arab Rep.,Guinea,2021,54,54,54,54,1080000
Syrian Arab Rep.,Iran (Islamic Rep. of),2021,45,45,45,45,900000
Syrian Arab Rep.,Iraq,2021,12435,12435,12435,12435,248700000
Syrian Arab Rep.,Jordan,2021,19,19,19,19,380000
Syrian Arab Rep.,Lebanon,2021,23,23,23,23,460000
Syrian Arab Rep.,Libya,2021,11,11,11,11,220000
Syrian Arab Rep.,Pakistan,2021,223,223,223,223,4460000
Syrian Arab Rep.,Saudi Arabia,2021,6,6,6,6,120000
Syrian Arab Rep.,Sierra Leone,2021,19,19,19,19,380000
Syrian Arab Rep.,Somalia,2021,351,351,351,351,7020000
Syrian Arab Rep.,South Sudan,2021,77,77,77,77,1540000
Syrian Arab Rep.,Sudan,2021,720,720,720,720,14400000
Syrian Arab Rep.,Tunisia,2021,5,5,5,5,100000
Syrian Arab Rep.,Turkey,2021,6,6,6,6,120000
Syrian Arab Rep.,Unknown/other,2021,5,5,5,5,100000
Syrian Arab Rep.,Yemen,2021,159,159,159,159,3180000
Sri Lanka,Afghanistan,2021,122,122,122,122,2440000
Tajikistan,Iran (Islamic Rep. of),2021,5,5,5,5,100000
Thailand,Afghanistan,2021,172,172,172,172,3440000
Thailand,Cambodia,2021,288,288,288,288,5760000
Thailand,Cameroon,2021,51,51,51,51,1020000
Thailand,China,2021,181,181,181,181,3620000
Thailand,Côte d'Ivoire,2021,18,18,18,18,360000
Thailand,Dem. Rep. of the Congo,2021,20,20,20,20,400000
Thailand,Egypt,2021,21,21,21,21,420000
Thailand,Ethiopia,2021,12,12,12,12,240000
Thailand,Iran (Islamic Rep. of),2021,88,88,88,88,1760000
Thailand,Iraq,2021,168,168,168,168,3360000
Thailand,Jordan,2021,5,5,5,5,100000
Thailand,Lao People's Dem. Rep.,2021,8,8,8,8,160000
Thailand,Myanmar,2021,44895,44895,91685,91685,897900000
Thailand,Nepal,2021,5,5,5,5,100000
Thailand,Nigeria,2021,5,5,5,5,100000
Thailand,Pakistan,2021,1660,1660,1660,1660,33200000
Thailand,Somalia,2021,204,204,204,204,4080000
Thailand,Sri Lanka,2021,117,117,117,117,2340000
Thailand,State of Palestine,2021,287,287,287,287,5740000
Thailand,Sudan,2021,5,5,5,5,100000
Thailand,Syrian Arab Rep.,2021,231,231,231,231,4620000
Thailand,United Rep. of Tanzania,2021,5,5,5,5,100000
Thailand,Viet Nam,2021,892,892,892,892,17840000
Thailand,Yemen,2021,38,38,38,38,760000
Thailand,Zimbabwe,2021,9,9,9,9,180000
Togo,Benin,2021,9,9,9,9,180000
Togo,Burundi,2021,5,5,5,5,100000
Togo,Cameroon,2021,7,7,7,7,140000
Togo,Central African Rep.,2021,238,238,238,238,4760000
Togo,Chad,2021,12,12,12,12,240000
Togo,"Congo, Republic of",2021,31,31,31,31,620000
Togo,Côte d'Ivoire,2021,1598,1598,1598,1598,31960000
Togo,Dem. Rep. of the Congo,2021,112,112,112,112,2240000
Togo,Ghana,2021,8513,8513,8513,8513,170260000
Togo,Iraq,2021,5,5,5,5,100000
Togo,Lebanon,2021,11,11,11,11,220000
Togo,Mali,2021,79,79,79,79,1580000
Togo,Nigeria,2021,9,9,9,9,180000
Togo,Rwanda,2021,117,117,117,117,2340000
Togo,Syrian Arab Rep.,2021,18,18,18,18,360000
Togo,Turkey,2021,67,67,67,67,1340000
Trinidad and Tobago,Bangladesh,2021,8,0,8,0,160000
Trinidad and Tobago,Colombia,2021,12,0,12,0,240000
Trinidad and Tobago,Cuba,2021,180,0,180,0,3600000
Trinidad and Tobago,Guyana,2021,20,0,20,0,400000
Trinidad and Tobago,Jamaica,2021,41,0,41,0,820000
Trinidad and Tobago,Mexico,2021,6,0,6,0,120000
Trinidad and Tobago,Nigeria,2021,5,0,5,0,100000
Trinidad and Tobago,Pakistan,2021,9,0,9,0,180000
Trinidad and Tobago,Saint Vincent and the Grenadines,2021,7,0,7,0,140000
Trinidad and Tobago,Syrian Arab Rep.,2021,67,0,67,0,1340000
Trinidad and Tobago,Venezuela (Bolivarian Republic of),2021,3103,0,3103,0,62060000
Tunisia,Algeria,2021,10,10,10,10,200000
Tunisia,Burkina Faso,2021,5,5,5,5,100000
Tunisia,Cameroon,2021,29,29,29,29,580000
Tunisia,Central African Rep.,2021,12,12,12,12,240000
Tunisia,Côte d'Ivoire,2021,52,52,52,52,1040000
Tunisia,Eritrea,2021,123,123,123,123,2460000
Tunisia,Ethiopia,2021,5,5,5,5,100000
